Id,ProductId,ProductRefId,IsActive,Name,RefId,ImageUrl,PackagedHeight,PackagedLength,PackagedWidth,PackagedWeightKg,Height,Length,Width,WeightKg,CubicWeight,IsKit,CreationDate,RewardValue,EstimatedDateArrival,ManufacturerCode,CommercialConditionId,MeasurementUnit,UnitMultiplier,ModalType,KitItensSellApart,ActivateIfPossible
,,P000207797,false,Color BLACK Size 9,95946245,https://i.ibb.co/Tr2MDwd/Ultraboost-Core-Black.jpg,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true
,,P000207797,false,Color BLACK Size 9.5,93952419,https://i.ibb.co/Tr2MDwd/Ultraboost-Core-Black.jpg,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true
,,P000207797,false,Color BLACK Size 10,88802189,https://i.ibb.co/Tr2MDwd/Ultraboost-Core-Black.jpg,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true
,,P000207797,false,Color BLACK Size 10.5,91271077,https://i.ibb.co/Tr2MDwd/Ultraboost-Core-Black.jpg,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true
,,P000207797,false,Color BLACK Size 11,94426561,https://i.ibb.co/Tr2MDwd/Ultraboost-Core-Black.jpg,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true
,,P000207797,false,Color BLACK Size 11.5,95754979,https://i.ibb.co/Tr2MDwd/Ultraboost-Core-Black.jpg,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true
,,P000207797,false,Color BLACK Size 12,95938674,https://i.ibb.co/Tr2MDwd/Ultraboost-Core-Black.jpg,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true
,,P000208416,false,Color BEIGE Size 6,94956945,https://i.ibb.co/khS93Gw/Ultraboost-White-Tint.jpg,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true
,,P000208416,false,Color BEIGE Size 6.5,91271256,https://i.ibb.co/khS93Gw/Ultraboost-White-Tint.jpg,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true
,,P000208416,false,Color BEIGE Size 7,81688992,https://i.ibb.co/khS93Gw/Ultraboost-White-Tint.jpg,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true
,,P000208416,false,Color BEIGE Size 7.5,96410415,https://i.ibb.co/khS93Gw/Ultraboost-White-Tint.jpg,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true
,,P000208416,false,Color BEIGE Size 8,94260876,https://i.ibb.co/khS93Gw/Ultraboost-White-Tint.jpg,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true
,,P000208416,false,Color BEIGE Size 8.5,94190660,https://i.ibb.co/khS93Gw/Ultraboost-White-Tint.jpg,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true
,,P000208416,false,Color BEIGE Size 9,93390025,https://i.ibb.co/khS93Gw/Ultraboost-White-Tint.jpg,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true
,,P000208416,false,Color BEIGE Size 9.5,94394812,https://i.ibb.co/khS93Gw/Ultraboost-White-Tint.jpg,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true
,,P000208416,false,Color BEIGE Size 10,91270569,https://i.ibb.co/khS93Gw/Ultraboost-White-Tint.jpg,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true
,,P000208416,false,Color BEIGE Size 10.5,95877707,https://i.ibb.co/khS93Gw/Ultraboost-White-Tint.jpg,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true
,,P000208416,false,Color BEIGE Size 11,95666481,https://i.ibb.co/khS93Gw/Ultraboost-White-Tint.jpg,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true
,,P000208416,false,Color BEIGE Size 11.5,96784201,https://i.ibb.co/khS93Gw/Ultraboost-White-Tint.jpg,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true
,,P000208416,false,Color BEIGE Size 12,95767901,https://i.ibb.co/khS93Gw/Ultraboost-White-Tint.jpg,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true
,,P000039567,false,Color BLACK Size 6,94338311,https://i.ibb.co/TYhvWsn/Converse-Garcons.jpg,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true
,,P000039567,false,Color BLACK Size 6.5,94338292,https://i.ibb.co/TYhvWsn/Converse-Garcons.jpg,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true
,,P000039567,false,Color BLACK Size 7,96062253,https://i.ibb.co/TYhvWsn/Converse-Garcons.jpg,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true
,,P000039567,false,Color BLACK Size 7.5,96471963,https://i.ibb.co/TYhvWsn/Converse-Garcons.jpg,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true
,,P000039567,false,Color BLACK Size 8,95933805,https://i.ibb.co/TYhvWsn/Converse-Garcons.jpg,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true
,,P000039567,false,Color BLACK Size 8.5,93389458,https://i.ibb.co/TYhvWsn/Converse-Garcons.jpg,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true
,,P000039567,false,Color BLACK Size 9,95930957,https://i.ibb.co/TYhvWsn/Converse-Garcons.jpg,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true
,,P000039567,false,Color BLACK Size 9.5,94476360,https://i.ibb.co/TYhvWsn/Converse-Garcons.jpg,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true
,,P000039567,false,Color BLACK Size 10,69851531,https://i.ibb.co/TYhvWsn/Converse-Garcons.jpg,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true
,,P000039567,false,Color BLACK Size 10.5,93058573,https://i.ibb.co/TYhvWsn/Converse-Garcons.jpg,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true
,,P000039567,false,Color BLACK Size 11,87134449,https://i.ibb.co/TYhvWsn/Converse-Garcons.jpg,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true
,,P000039567,false,Color BLACK Size 11.5,92830134,https://i.ibb.co/TYhvWsn/Converse-Garcons.jpg,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true
,,P000039567,false,Color BLACK Size 12,80999819,https://i.ibb.co/TYhvWsn/Converse-Garcons.jpg,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true
,,P000150704,false,Color WHITE Size 6,91270942,https://i.ibb.co/2jW9TLH/Shadow-White.jpg,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true
,,P000150704,false,Color WHITE Size 6.5,94260888,https://i.ibb.co/2jW9TLH/Shadow-White.jpg,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true
,,P000150704,false,Color WHITE Size 7,95397080,https://i.ibb.co/2jW9TLH/Shadow-White.jpg,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true
,,P000150704,false,Color WHITE Size 7.5,96031135,https://i.ibb.co/2jW9TLH/Shadow-White.jpg,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true
,,P000150704,false,Color WHITE Size 8,95938213,https://i.ibb.co/2jW9TLH/Shadow-White.jpg,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true
,,P000150704,false,Color WHITE Size 8.5,94124921,https://i.ibb.co/2jW9TLH/Shadow-White.jpg,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true
,,P000150704,false,Color WHITE Size 9,93096725,https://i.ibb.co/2jW9TLH/Shadow-White.jpg,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true
,,P000150704,false,Color WHITE Size 9.5,85087073,https://i.ibb.co/2jW9TLH/Shadow-White.jpg,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true
,,P000150704,false,Color WHITE Size 10,92023284,https://i.ibb.co/2jW9TLH/Shadow-White.jpg,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true
,,P000150704,false,Color WHITE Size 10.5,95939154,https://i.ibb.co/2jW9TLH/Shadow-White.jpg,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true
,,P000150704,false,Color WHITE Size 11,32448426,https://i.ibb.co/2jW9TLH/Shadow-White.jpg,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true
,,P000150704,false,Color WHITE Size 11.5,94124849,https://i.ibb.co/2jW9TLH/Shadow-White.jpg,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true
,,P000150704,false,Color WHITE Size 12,87140613,https://i.ibb.co/2jW9TLH/Shadow-White.jpg,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true
,,P000208645,false,Color CORAL Size 6,94957822,https://i.ibb.co/ydd63GY/Shadow-Pale-Coral.jpg,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true
,,P000208645,false,Color CORAL Size 6.5,92022709,https://i.ibb.co/ydd63GY/Shadow-Pale-Coral.jpg,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true
,,P000208645,false,Color CORAL Size 7,97188521,https://i.ibb.co/ydd63GY/Shadow-Pale-Coral.jpg,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true
,,P000208645,false,Color CORAL Size 7.5,96475848,https://i.ibb.co/ydd63GY/Shadow-Pale-Coral.jpg,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true
,,P000208645,false,Color CORAL Size 8,96062214,https://i.ibb.co/ydd63GY/Shadow-Pale-Coral.jpg,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true
,,P000208645,false,Color CORAL Size 8.5,56361231,https://i.ibb.co/ydd63GY/Shadow-Pale-Coral.jpg,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true
,,P000208645,false,Color CORAL Size 9,95989308,https://i.ibb.co/ydd63GY/Shadow-Pale-Coral.jpg,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true
,,P000208645,false,Color CORAL Size 9.5,95606750,https://i.ibb.co/ydd63GY/Shadow-Pale-Coral.jpg,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true
,,P000208645,false,Color CORAL Size 10,94338280,https://i.ibb.co/ydd63GY/Shadow-Pale-Coral.jpg,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true
,,P000208645,false,Color CORAL Size 10.5,94394658,https://i.ibb.co/ydd63GY/Shadow-Pale-Coral.jpg,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true
,,P000208645,false,Color CORAL Size 11,95264064,https://i.ibb.co/ydd63GY/Shadow-Pale-Coral.jpg,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true
,,P000208645,false,Color CORAL Size 11.5,95954549,https://i.ibb.co/ydd63GY/Shadow-Pale-Coral.jpg,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true
,,P000208645,false,Color CORAL Size 12,93389421,https://i.ibb.co/ydd63GY/Shadow-Pale-Coral.jpg,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true
,,P000210513,false,Color ORANGE Size 6,96213282,https://i.ibb.co/6038xmH/Shadow-Orange-Chalk.jpg,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true
,,P000210513,false,Color ORANGE Size 6.5,94245730,https://i.ibb.co/6038xmH/Shadow-Orange-Chalk.jpg,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true
,,P000210513,false,Color ORANGE Size 7,92911694,https://i.ibb.co/6038xmH/Shadow-Orange-Chalk.jpg,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true
,,P000210513,false,Color ORANGE Size 7.5,96213228,https://i.ibb.co/6038xmH/Shadow-Orange-Chalk.jpg,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true
,,P000210513,false,Color ORANGE Size 8,56361134,https://i.ibb.co/6038xmH/Shadow-Orange-Chalk.jpg,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true
,,P000210513,false,Color ORANGE Size 8.5,95738790,https://i.ibb.co/6038xmH/Shadow-Orange-Chalk.jpg,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true
,,P000210513,false,Color ORANGE Size 9,92384115,https://i.ibb.co/6038xmH/Shadow-Orange-Chalk.jpg,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true
,,P000210513,false,Color ORANGE Size 9.5,87134136,https://i.ibb.co/6038xmH/Shadow-Orange-Chalk.jpg,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true
,,P000210513,false,Color ORANGE Size 10,93058585,https://i.ibb.co/6038xmH/Shadow-Orange-Chalk.jpg,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true
,,P000210513,false,Color ORANGE Size 10.5,96017187,https://i.ibb.co/6038xmH/Shadow-Orange-Chalk.jpg,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true
,,P000210513,false,Color ORANGE Size 11,96049277,https://i.ibb.co/6038xmH/Shadow-Orange-Chalk.jpg,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true
,,P000210513,false,Color ORANGE Size 11.5,96062292,https://i.ibb.co/6038xmH/Shadow-Orange-Chalk.jpg,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true
,,P000210513,false,Color ORANGE Size 12,66733173,https://i.ibb.co/6038xmH/Shadow-Orange-Chalk.jpg,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true
,,P000160927,false,Color BLUE Size 6,81684071,https://i.ibb.co/TvYvWBp/Smith-Ambient-Sky.jpg,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true
,,P000160927,false,Color BLUE Size 6.5,95067683,https://i.ibb.co/TvYvWBp/Smith-Ambient-Sky.jpg,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true
,,P000160927,false,Color BLUE Size 7,94339610,https://i.ibb.co/TvYvWBp/Smith-Ambient-Sky.jpg,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true
,,P000160927,false,Color BLUE Size 7.5,87140570,https://i.ibb.co/TvYvWBp/Smith-Ambient-Sky.jpg,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true
,,P000160927,false,Color BLUE Size 8,95005232,https://i.ibb.co/TvYvWBp/Smith-Ambient-Sky.jpg,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true
,,P000160927,false,Color BLUE Size 8.5,92912339,https://i.ibb.co/TvYvWBp/Smith-Ambient-Sky.jpg,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true
,,P000160927,false,Color BLUE Size 9,96492092,https://i.ibb.co/TvYvWBp/Smith-Ambient-Sky.jpg,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true
,,P000160927,false,Color BLUE Size 9.5,85087103,https://i.ibb.co/TvYvWBp/Smith-Ambient-Sky.jpg,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true
,,P000160927,false,Color BLUE Size 10,93423241,https://i.ibb.co/TvYvWBp/Smith-Ambient-Sky.jpg,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true
,,P000160927,false,Color BLUE Size 10.5,80999943,https://i.ibb.co/TvYvWBp/Smith-Ambient-Sky.jpg,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true
,,P000160927,false,Color BLUE Size 11,94339634,https://i.ibb.co/TvYvWBp/Smith-Ambient-Sky.jpg,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true
,,P000160927,false,Color BLUE Size 11.5,94134501,https://i.ibb.co/TvYvWBp/Smith-Ambient-Sky.jpg,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true
,,P000160927,false,Color BLUE Size 12,94492931,https://i.ibb.co/TvYvWBp/Smith-Ambient-Sky.jpg,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true
,,P000210585,false,Color GREEN Size 6,95369233,https://i.ibb.co/8bcxQDw/Smith-Green.jpg,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true
,,P000210585,false,Color GREEN Size 6.5,96405129,https://i.ibb.co/8bcxQDw/Smith-Green.jpg,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true
,,P000210585,false,Color GREEN Size 7,93501475,https://i.ibb.co/8bcxQDw/Smith-Green.jpg,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true
,,P000210585,false,Color GREEN Size 7.5,54483832,https://i.ibb.co/8bcxQDw/Smith-Green.jpg,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true
,,P000210585,false,Color GREEN Size 8,93609692,https://i.ibb.co/8bcxQDw/Smith-Green.jpg,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true
,,P000210585,false,Color GREEN Size 8.5,96037658,https://i.ibb.co/8bcxQDw/Smith-Green.jpg,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true
,,P000210585,false,Color GREEN Size 9,92829758,https://i.ibb.co/8bcxQDw/Smith-Green.jpg,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true
,,P000210585,false,Color GREEN Size 9.5,91271013,https://i.ibb.co/8bcxQDw/Smith-Green.jpg,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true
,,P000210585,false,Color GREEN Size 10,93951231,https://i.ibb.co/8bcxQDw/Smith-Green.jpg,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true
,,P000210585,false,Color GREEN Size 10.5,95325814,https://i.ibb.co/8bcxQDw/Smith-Green.jpg,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true
,,P000210585,false,Color GREEN Size 11,95938398,https://i.ibb.co/8bcxQDw/Smith-Green.jpg,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true
,,P000210585,false,Color GREEN Size 11.5,95859400,https://i.ibb.co/8bcxQDw/Smith-Green.jpg,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true
,,P000210585,false,Color GREEN Size 12,69851914,https://i.ibb.co/8bcxQDw/Smith-Green.jpg,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true
,,P000210586,false,Color DASH GREEN Size 6,94608268,https://i.ibb.co/VCCrwXj/Smith-Dash-Green.jpg,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true
,,P000210586,false,Color DASH GREEN Size 6.5,96234260,https://i.ibb.co/VCCrwXj/Smith-Dash-Green.jpg,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true
,,P000210586,false,Color DASH GREEN Size 7,96062541,https://i.ibb.co/VCCrwXj/Smith-Dash-Green.jpg,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true
,,P000210586,false,Color DASH GREEN Size 7.5,95264231,https://i.ibb.co/VCCrwXj/Smith-Dash-Green.jpg,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true
,,P000210586,false,Color DASH GREEN Size 8,95931070,https://i.ibb.co/VCCrwXj/Smith-Dash-Green.jpg,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true
,,P000210586,false,Color DASH GREEN Size 8.5,96234273,https://i.ibb.co/VCCrwXj/Smith-Dash-Green.jpg,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true
,,P000210586,false,Color DASH GREEN Size 9,95989362,https://i.ibb.co/VCCrwXj/Smith-Dash-Green.jpg,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true
,,P000210586,false,Color DASH GREEN Size 9.5,93504087,https://i.ibb.co/VCCrwXj/Smith-Dash-Green.jpg,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true
,,P000210586,false,Color DASH GREEN Size 10,94685943,https://i.ibb.co/VCCrwXj/Smith-Dash-Green.jpg,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true
,,P000210586,false,Color DASH GREEN Size 10.5,93501487,https://i.ibb.co/VCCrwXj/Smith-Dash-Green.jpg,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true
,,P000210586,false,Color DASH GREEN Size 11,94394633,https://i.ibb.co/VCCrwXj/Smith-Dash-Green.jpg,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true
,,P000210586,false,Color DASH GREEN Size 11.5,32448480,https://i.ibb.co/VCCrwXj/Smith-Dash-Green.jpg,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true
,,P000210586,false,Color DASH GREEN Size 12,94947520,https://i.ibb.co/VCCrwXj/Smith-Dash-Green.jpg,0,0,0,0,0,0,0,0,0,false,2021-10-01T00:00:00,,,,,un,1,,false,true
